layer_name,shape,num_params,min,max,mean,std,abs_mean,abs_max,pct_gt_1,pct_gt_5,pct_gt_10,model
bert.encoder.layer.8.output.LayerNorm.weight,torch.Size([768]),768,0.2616315,1.6178532,0.83105344,0.04217716,0.83105344,1.6178532,0.13020833333333334,0.0,0.0,BERT-base
bert.encoder.layer.8.output.LayerNorm.bias,torch.Size([768]),768,-0.2501217,0.6952295,-0.034983575,0.06155077,0.0541869,0.6952295,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.self.query.weight,"torch.Size([768, 768])",589824,-0.24494678,0.2692243,-0.000120251,0.04589378,0.036528595,0.2692243,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.self.query.bias,torch.Size([768]),768,-0.7547899,0.76531416,0.0061100237,0.19165616,0.14031707,0.76531416,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.self.key.weight,"torch.Size([768, 768])",589824,-0.5265079,0.6269592,1.9485646e-05,0.045923967,0.036408465,0.6269592,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.self.key.bias,torch.Size([768]),768,-0.024764696,0.032333314,9.76595e-05,0.006626518,0.0051390077,0.032333314,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.self.value.weight,"torch.Size([768, 768])",589824,-0.19814117,0.20933148,2.8407729e-05,0.034493815,0.027349422,0.20933148,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.self.value.bias,torch.Size([768]),768,-0.23962939,0.25591874,-0.00075845834,0.038003467,0.026148066,0.25591874,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.output.dense.weight,"torch.Size([768, 768])",589824,-0.37368962,0.35814473,1.0377033e-05,0.0326994,0.025907226,0.37368962,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.output.dense.bias,torch.Size([768]),768,-0.16211505,0.6454756,0.00041673763,0.06143307,0.04618295,0.6454756,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.output.LayerNorm.weight,torch.Size([768]),768,0.60583764,2.5250201,0.81719065,0.08064939,0.81719065,2.5250201,0.78125,0.0,0.0,BERT-base
bert.encoder.layer.9.attention.output.LayerNorm.bias,torch.Size([768]),768,-1.4833043,1.0448744,-0.029711789,0.1331411,0.093587525,1.4833043,0.390625,0.0,0.0,BERT-base
bert.encoder.layer.9.intermediate.dense.weight,"torch.Size([3072, 768])",2359296,-0.8227961,0.73702264,0.00046331913,0.039683305,0.031240592,0.8227961,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.intermediate.dense.bias,torch.Size([3072]),3072,-0.36383653,0.57082,-0.10464337,0.047214404,0.10791377,0.57082,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.output.dense.weight,"torch.Size([768, 3072])",2359296,-3.0745726,2.1868944,-1.04009605e-05,0.038986076,0.0302455,3.0745726,0.001102023654513889,0.0,0.0,BERT-base
bert.encoder.layer.9.output.dense.bias,torch.Size([768]),768,-0.63819,0.34622112,-0.0005532733,0.08005718,0.05902918,0.63819,0.0,0.0,0.0,BERT-base
bert.encoder.layer.9.output.LayerNorm.weight,torch.Size([768]),768,0.13835743,1.4368247,0.8005066,0.06039927,0.8005066,1.4368247,0.13020833333333334,0.0,0.0,BERT-base
bert.encoder.layer.9.output.LayerNorm.bias,torch.Size([768]),768,-0.4157922,0.43429917,-0.03221128,0.05685056,0.047656387,0.43429917,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.self.query.weight,"torch.Size([768, 768])",589824,-0.4196734,0.46387058,0.0001520749,0.04597883,0.03646471,0.46387058,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.self.query.bias,torch.Size([768]),768,-0.9731196,1.0762787,-0.010435328,0.22982699,0.13830444,1.0762787,0.5208333333333334,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.self.key.weight,"torch.Size([768, 768])",589824,-0.32208595,0.26120737,-1.814847e-05,0.045724016,0.036304813,0.32208595,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.self.key.bias,torch.Size([768]),768,-0.022034533,0.023480235,-5.682753e-05,0.006355306,0.0049131257,0.023480235,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.self.value.weight,"torch.Size([768, 768])",589824,-0.24700247,0.25291488,-3.9745122e-05,0.035589,0.027855188,0.25291488,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.self.value.bias,torch.Size([768]),768,-0.20502886,0.31207603,0.0009505374,0.028193332,0.017725103,0.31207603,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.output.dense.weight,"torch.Size([768, 768])",589824,-0.26114014,0.2857337,6.590788e-06,0.03335315,0.02629557,0.2857337,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.output.dense.bias,torch.Size([768]),768,-0.15934283,0.16523682,0.00018251412,0.052700747,0.042330164,0.16523682,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.output.LayerNorm.weight,torch.Size([768]),768,0.5300374,3.1994493,0.8407526,0.1319484,0.8407526,3.1994493,1.171875,0.0,0.0,BERT-base
bert.encoder.layer.10.attention.output.LayerNorm.bias,torch.Size([768]),768,-1.888182,0.765941,-0.020614568,0.13002315,0.07559668,1.888182,0.2604166666666667,0.0,0.0,BERT-base
bert.encoder.layer.10.intermediate.dense.weight,"torch.Size([3072, 768])",2359296,-1.6418862,1.6365557,3.7272217e-05,0.03894398,0.030919071,1.6418862,0.00021192762586805556,0.0,0.0,BERT-base
bert.encoder.layer.10.intermediate.dense.bias,torch.Size([3072]),3072,-0.34112644,0.38730767,-0.10424919,0.038395513,0.10654118,0.38730767,0.0,0.0,0.0,BERT-base
bert.encoder.layer.10.output.dense.weight,"torch.Size([768, 3072])",2359296,-6.3730702,0.90375805,-7.990734e-06,0.03792228,0.029731601,6.3730702,0.00021192762586805556,4.238552517361111e-05,0.0,BERT-base
bert.encoder.layer.10.output.dense.bias,torch.Size([768]),768,-1.167377,0.2844645,-0.00061256747,0.10250223,0.07497921,1.167377,0.13020833333333334,0.0,0.0,BERT-base
bert.encoder.layer.10.output.LayerNorm.weight,torch.Size([768]),768,0.14495736,1.6714326,0.8172881,0.061790477,0.8172881,1.6714326,0.13020833333333334,0.0,0.0,BERT-base
bert.encoder.layer.10.output.LayerNorm.bias,torch.Size([768]),768,-0.6670143,1.2341716,-0.04029293,0.068148986,0.050063837,1.2341716,0.13020833333333334,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.self.query.weight,"torch.Size([768, 768])",589824,-0.7210238,0.6601176,-0.00014348194,0.045504946,0.035936013,0.7210238,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.self.query.bias,torch.Size([768]),768,-0.8306965,0.7960456,0.011840199,0.21878834,0.16445796,0.8306965,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.self.key.weight,"torch.Size([768, 768])",589824,-0.47333726,0.3146648,0.00024993432,0.04449305,0.03535539,0.47333726,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.self.key.bias,torch.Size([768]),768,-0.022570476,0.033157635,-0.00015529814,0.00528133,0.0039354176,0.033157635,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.self.value.weight,"torch.Size([768, 768])",589824,-0.26224077,0.28118798,-2.2046783e-05,0.039210696,0.0309842,0.28118798,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.self.value.bias,torch.Size([768]),768,-0.12437335,0.09192743,0.00040050843,0.020237854,0.014778369,0.12437335,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.output.dense.weight,"torch.Size([768, 768])",589824,-0.3128301,0.19967034,-3.3344477e-06,0.036772437,0.02922226,0.3128301,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.output.dense.bias,torch.Size([768]),768,-0.1163051,0.13760495,-0.00018047025,0.037745874,0.03034702,0.13760495,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.output.LayerNorm.weight,torch.Size([768]),768,0.65823686,1.6116681,0.85283566,0.056617826,0.85283566,1.6116681,1.5625,0.0,0.0,BERT-base
bert.encoder.layer.11.attention.output.LayerNorm.bias,torch.Size([768]),768,-2.257531,0.33220023,-0.03673264,0.10770471,0.064456604,2.257531,0.13020833333333334,0.0,0.0,BERT-base
bert.encoder.layer.11.intermediate.dense.weight,"torch.Size([3072, 768])",2359296,-0.44754195,0.2824044,0.00042076077,0.03917925,0.031197181,0.44754195,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.intermediate.dense.bias,torch.Size([3072]),3072,-0.42432505,0.5640608,-0.07621193,0.053430267,0.08256667,0.5640608,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.output.dense.weight,"torch.Size([768, 3072])",2359296,-2.14839,0.9530387,-6.743967e-06,0.035828676,0.028367825,2.14839,0.00021192762586805556,0.0,0.0,BERT-base
bert.encoder.layer.11.output.dense.bias,torch.Size([768]),768,-0.5730934,0.14564358,-0.0007643302,0.057366185,0.043494184,0.5730934,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.output.LayerNorm.weight,torch.Size([768]),768,0.27328318,0.778208,0.6330338,0.027478231,0.6330338,0.778208,0.0,0.0,0.0,BERT-base
bert.encoder.layer.11.output.LayerNorm.bias,torch.Size([768]),768,-0.19218926,0.22506146,-0.019211842,0.049493197,0.042227685,0.22506146,0.0,0.0,0.0,BERT-base
bert.pooler.dense.weight,"torch.Size([768, 768])",589824,-0.3934976,0.38592008,3.075549e-05,0.028542755,0.019095337,0.3934976,0.0,0.0,0.0,BERT-base
bert.pooler.dense.bias,torch.Size([768]),768,-0.09655669,0.1042778,-0.00083040725,0.034675352,0.025233636,0.1042778,0.0,0.0,0.0,BERT-base
classifier.weight,"torch.Size([2, 768])",1536,-0.07004439,0.07945708,0.0010502291,0.02034669,0.01629255,0.07945708,0.0,0.0,0.0,BERT-base
classifier.bias,torch.Size([2]),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BERT-base
